"Município";"Exercício";"Semestre";"Função de Governo";"Órgão Contratante";"Denominação/Destinação da Obra";"Endereço da Obra";"PPA (previsão)";"LDO (previsão)";"Meta Física Anual/Atendimento da População";"Valor Inicial Previsto";"Valor Total Contratado";"Nome da Empresa Contratada";"Data de Início da Obra";"V. Total dos Termos Aditivos";"Reajuste/Revisão do Contrato em %";"Nível de Execução Física";"Valor Total Pago";"Data Prevista para Conclusão";"Situação da Obra";"Data do Recebimento Definitivo";"Nome do Servidor Responsável";"Observações"
"Águas da Prata";"2015";"1";"Desporto e Lazer";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Revitalização do Ginasio de Esportes André Franco Montoro";"Rua Rosalvo de Andrade Dias";"sim";"sim";"3500 Pessoas";"R$ 155.000,00 ";"R$ 145.260,61 ";"Conel Serviços e Obras Ltda EPP";"01/07/2010";"R$ 17.063,24 ";"0,00%";"100%";"R$ 162.323,85 ";"31/12/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma da Praça Basilio Ceschim";"Praça Basilio Ceschim";"sim";"sim";"1500 Pessoas ";"R$ 300.000,00 ";"R$ 274.968,36 ";"Prós Pisos Construção Ltda";"01/07/2010";"R$ 99.077,29 ";"0,00%";"100%";"R$ 374.043,57 ";"26/02/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma da cobertura da antiga estação ferroviaria";"Rua Dr. Brandão s,nº - centro";"sim";"sim";"1000 Pessoas";"R$ 100.000,00 ";"R$ 99.939,56 ";"RL Construtora Ltda";"27/06/2008";"R$ 0,00 ";"0,00%";"84%";"R$ 84.682,68 ";"30/09/2009";"Outros";"";"José Expedito Lucas Silva";"Obra paralisada pela empresa contratada"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma do Terminal Rodoviario";"Terminal Rodoviario de passageiros";"sim";"sim";"2000 Pessoas";"R$ 105.000,00 ";"R$ 105.000,00 ";"Construtora V.W.F Ltda ME";"10/05/2010";"R$ 10.241,56 ";"0,00%";"100%";"R$ 115.074,35 ";"31/12/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Obra recuperação da entrada da cidade";"Rua Cel.Ernesto de Oliveira-Posto da Policia Rodoviaria";"sim";"sim";"7500 Pessoas";"R$ 213.890,54 ";"R$ 202.249,42 ";"Construtora Etapa Ltda";"31/05/2010";"R$ 38.159,64 ";"0,00%";"100%";"R$ 200.696,56 ";"31/12/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção de arena multiuso";"Rua João Dias de Carvalho";"sim";"sim";"1700 Pessoas";"R$ 1.221.155,60 ";"R$ 1.070.751,49 ";"Monfield Cial e Construtora Ltda";"12/01/2010";"R$ 0,00 ";"0,00%";"14%";"R$ 153.791,48 ";"31/12/2011";"Outros";"";"José Expedito Lucas Silva";"Obra cancelada - nova licitação TP 16/2012"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Assentamento de Ladrilho Hidraulico calçada";"Calçada da Estação Ferroviária";"sim";"sim";"7500 Pessoas";"R$ 50.073,30 ";"R$ 49.337,76 ";"Cabrelon & Sette Construtora Ltda ME";"21/01/2015";"R$ 0,00 ";"0,00%";"69%";"R$ 33.970,85 ";"04/06/2015";"Em andamento";"";"Felipe Cappi Soler";"Obra em Execução"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de Mirante no município de Águas da Prata ";"Cristo Redentor da cidade";"sim";"sim";"7500 Pessoas";"R$ 207.695,22 ";"R$ 205.260,04 ";"Solução Terraplanagem e Const.Ltda";"24/02/2015";"R$ 0,00 ";"0,00%";"0%";"R$ 0,00 ";"24/02/2016";"Em andamento";"";"Felipe Cappi Soler";"Obra em Execução"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Pavimentação Asfáltica em Ruas da Cidade";"Ruas do município de Águas da Prata";"sim";"sim";"1800 Pessoas";"R$ 1.967.886,81 ";"R$ 1.453.453,56 ";"Pavimenta Construções e Terr. Ltda EPP";"23/02/2015";"R$ 0,00 ";"0,00%";"32%";"R$ 464.726,51 ";"18/02/2016";"Em andamento";"";"Felipe Cappi Soler";"Obra em Execução"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Plano Diretor Turístico";"Município de Águas da Prata";"sim";"sim";"7500 Pessoas";"R$ 80.000,00 ";"R$ 49.000,00 ";"Actio Projetos Turísticos Ltda ME";"20/05/2014";"R$ 0,00 ";"0,00%";"20%";"R$ 10.000,00 ";"20/05/2015";"Em andamento";"";"Paulo Renan Mamede";"Obra em Execução"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Pavimentação Asfáltica no Bairro Jd. Paineiras";"Ruas do Bairro Jd. Paineiras";"sim";"sim";"200 Pessoas";"R$ 280.241,53 ";"R$ 243.721,24 ";"SEG Serviços Gerais Ltda";"31/03/2014";"R$ 0,00 ";"0,00%";"39%";"R$ 95.073,69 ";"30/06/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em Execução"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Pavimentação Asfáltica em Ruas da Cidade";"Ruas do Município de Águas da Prata";"sim";"sim";"3000 Pessoas";"R$ 1.832.002,21 ";"R$ 1.424.468,41 ";"Pavimenta Construções e Terr. Ltda EPP";"13/06/2014";"R$ 0,00 ";"0,00%";"89%";"R$ 1.271.283,33 ";"13/11/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução"
"Águas da Prata";"2015";"1";"Saúde";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Ampliação da Unidade de Saúde";"R: Lázaro Anselmo Ramos";"sim";"sim";"7500 Pessoas";"R$ 215.023,75 ";"R$ 198.684,95 ";"Construtora Viasol Ltda";"18/03/2014";"R$ 0,00 ";"0,00%";"81%";"R$ 162.307,86 ";"18/07/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução"
"Águas da Prata";"2015";"1";"Educação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção da Creche Escola";"Av. Eduardo Lyrio";"sim";"sim";"240 Pessoas";"R$ 1.546.144,18 ";"R$ 1.279.209,21 ";"Construtora Viasol Ltda";"25/02/2014";"R$ 0,00 ";"0,00%";"37%";"R$ 475.048,53 ";"25/11/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção da Praça José Rubens Brito Ferreira";"R: Lázaro Anselmo Ramos";"sim";"sim";"1000 Pessoas";"R$ 243.025,15 ";"R$ 219.628,70 ";"Construtora Viasol Ltda";"07/01/2014";"R$ 0,00 ";"0,00%";"80%";"R$ 176.467,40 ";"07/05/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Calçamento Unidades CDHU";"Bairro São Judas Tadeu";"sim";"sim";"350 Pessoas";"R$ 49.873,47 ";"R$ 45.866,44 ";"Cabrelon & Sette Construtora Ltda ME";"31/03/2014";"R$ 0,00 ";"0,00%";"31%";"R$ 15.720,80 ";"31/07/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Revitalização de Diversos Pontos Turisticos";"Pontos Turisticos da Cidade";"sim";"sim";"3500 Pessoas";"R$ 804.124,00 ";"R$ 706.111,16 ";"Cabrelon & Sette Construtora Ltda ME";"06/09/2013";"R$ 10.535,12 ";"0,00%";"11%";"R$ 81.695,11 ";"06/03/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução "
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Pavimentação em Ruas do Distrito de São Roque da Fartura";"Ruas João Paina e Dona Tereza Conde Romero";"sim";"sim";"1500 Pessoas";"R$ 88.127,00 ";"R$ 78.947,90 ";"Construtora Viasol Ltda";"11/12/2013";"R$ 0,00 ";"0,00%";"91%";"R$ 71.877,50 ";"11/03/2014";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução "
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Revitalização de Diversos Pontos Turisticos";"Pontos Turisticos da Cidade";"sim";"sim";"3500 Pessoas";"R$ 804.124,00 ";"R$ 720.816,16 ";"M & R Construtora Ltda ME";"12/07/2012";"R$ 0,00 ";"0,00%";"0%";"R$ 15.853,08 ";"12/01/2013";"Outros";"";"José Expedito Lucas Silva";"Obra Cancelada - Nova licitação TP 015/2012"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução calçadão na Praça da Bandeira";"Praça da Bandeira";"sim";"sim";"1500 Pessoas";"R$ 450.000,00 ";"R$ 348.844,09 ";"De Paula Construtora ";"22/03/2012";"R$ 0,00 ";"0,00%";"95%";"R$ 331.908,20 ";"11/03/2013";"Outros";"";"José Expedito Lucas Silva";"Obra paralisada pela empresa contratada"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de Plano Diretor de Macrodrenagem Urbana de Águas da Prata - Bacia do Rio Mogi Guaçu, contemplando as exigências das Especificações Técnicas do Fehidro: Fornecimento de Materiais e Mão de Obra Especializada  ";"";"sim";"sim";"1000 Pessoas";"R$ 43.349,30 ";"R$ 44.690,00 ";"VM Engenharia de Recursos Hídricos";"09/06/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 44.690,00 ";"08/11/2013";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de Pavimentação Asfáltica nos Bairros Fonte Platina e Jd. Paineiras no Município de Águas da Prata";"Fonte Platina e Jd. Paineiras ";"sim";"sim";"1800 Pessoas";"R$ 1.366.270,83 ";"R$ 1.366.270,83 ";"Construtora Scala Guaçu Ltda";"18/07/2012";"R$ 0,00 ";"0,00%";"50%";"R$ 678.458,75 ";"18/11/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Educação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma na Biblioteca da Escola Municipal Professor Felipe Urtado no Distrito de São Roque da Fartura";"Escola Municipal Professor Felipe Urtado no Distrito de São Roque da Fartura";"sim";"sim";"1500 Pessoas";"R$ 271.221,34 ";"R$ 225.373,64 ";"Dezena & Sette Construtora Ltda ME ";"05/04/2012";"R$ 0,00 ";"0,00%";"100%";"R$ 223.994,88 ";"05/08/2012";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Velório Municipal de São Roque da Fartura";"São Roque da Fartura";"sim";"sim";"1500 Pessoas";"R$ 243.750,00 ";"R$ 216.082,27 ";"Dezena & Sette Construtora Ltda ME ";"30/07/2012";"R$ 27.164,47 ";"0,00%";"78%";"R$ 189.142,58 ";"30/12/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Educação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma da Quadra de São Roque da Fartura";"São Roque da Fartura";"sim";"sim";"1500 Pessoas";"R$ 325.418,23 ";"R$ 389.895,17 ";"Dezena & Sette Construtora Ltda ME ";"30/07/2012";"R$ 26.512,30 ";"0,00%";"85%";"R$ 351.758,14 ";"30/12/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Revitalização da Praça do Lago do Bairro Fonte Platina no município de Águas da Prata";"Fonte Platina";"sim";"sim";"1200 Pessoas";"R$ 74.099,52 ";"R$ 74.099,52 ";"De Paula Construtora ";"22/03/2012";"R$ 0,00 ";"0,00%";"100%";"R$ 55.970,16 ";"22/06/2012";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Pavimentação Asfáltica - Jd. Vista Alegre";"Jd. Vista Alegre";"sim";"sim";"500 Pessoas";"R$ 337.502,30 ";"R$ 307.612,30 ";"Arquiterra Construção e Terraplenagem Ltda";"29/06/2012";"R$ 0,00 ";"0,00%";"100%";"R$ 307.612,30 ";"29/10/2012";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Infraestrutura em vias públicas de acesso a pontos turísticos, contemplando recapeamento asfáltico e acessibilidade de calçadas";"Pontos Turisticos da Cidade";"sim";"sim";"7500 Pessoas";"R$ 1.734.375,35 ";"R$ 1.370.236,58 ";"Construtora Scala Guaçu Ltda";"21/06/2012";"R$ 0,00 ";"0,00%";"88%";"R$ 1.207.566,79 ";"21/11/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Aplicação, Fornecimento e Manutenção de Sinalização Horizontal nas Vias Urbanas no município de Águas da Prata";"Ruas do município de Águas da Prata";"sim";"sim";"7500 Pessoas";"R$ 187.500,00 ";"R$ 187.500,00 ";"A3 Terraplenagem e Engenharia Ltda";"24/05/2012";"R$ 0,00 ";"0,00%";"48%";"R$ 89.670,43 ";"31/12/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de recapeamento em ruas da cidade";"Diversas ruas da cidade";"sim";"sim";"7500 Pessoas";"R$ 300.000,00 ";"R$ 246.290,43 ";"Construtora Scala Guaçu Ltda";"27/06/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 232.104,77 ";"27/08/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Pavimentação nas ruas do Distrito de São Roque da Fartura";"Ruas do Distrito de São Roque da Fartura";"sim";"sim";"1500 Pessoas";"R$ 150.000,00 ";"R$ 151.951,36 ";"Construtora Scala Guaçu Ltda";"01/06/2012";"R$ 0,00 ";"0,00%";"100%";"R$ 151.951,36 ";"01/08/2012";"Concluída";"";"José Expedito Lucas Silva";"Obra Concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Sinalização Turística";"Ruas do município de Águas da Prata";"sim";"sim";"7500 Pessoas";"R$ 100.000,00 ";"R$ 68.387,00 ";"Sitran Sinalização de Trânsito Industrial Ltda.";"02/09/2011";"R$ 0,00 ";"0,00%";"79%";"R$ 54.103,00 ";"17/10/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de Serv. De Melhoria na Estr. de Acesso ao Pico do Gavião";"Pico do Gavião";"sim";"sim";"7500 Pessoas";"R$ 100.000,00 ";"R$ 75.225,69 ";"Arquiterra Construção e Terraplenagem Ltda";"01/08/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 75.225,69 ";"01/10/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de Mirante no município de Águas da Prata ";"Cristo Redentor da cidade";"sim";"sim";"7500 Pessoas";"R$ 250.000,00 ";"R$ 263.967,32 ";"Dirtec Construção e Comércio Ltda";"31/08/2011";"R$ 0,00 ";"0,00%";"22%";"R$ 58.798,30 ";"31/10/2011";"Outros";"";"José Expedito Lucas Silva";"Obra cancelada - nova licitação TP 01/2015"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"""Construção de Unidades Habitacionais - Águas da Prata """"E""""""";"Bairro São Judas Tadeu";"sim";"sim";"900 Pessoas";"R$ 1.987.937,40 ";"R$ 1.928.256,09 ";"Terra Forte Brasil Construtora Ltda";"18/07/2012";"R$ 758.311,20 ";"0,00%";"91%";"R$ 2.451.994,29 ";"18/07/2013";"Em andamento";"";"Paulo Renan Mamede";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Infraestrutura em vias públicas de acesso a pontos turísticos, contemplando recapeamento asfáltico e acessibilidade de calçadas";"Pontos Turisticos da Cidade";"sim";"sim";"7500 Pessoas";"R$ 1.749.004,07 ";"R$ 1.478.953,16 ";"Construtora Etapa Ltda";"30/11/2011";"R$ 0,00 ";"0,00%";"97%";"R$ 1.433.288,99 ";"30/03/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Cultura ";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção do Prédio da Biblioteca Municipal Ademaro Prézia";"Rua Dr. Brandão";"sim";"sim";"7500 Pessoas";"R$ 287.538,38 ";"R$ 328.806,05 ";"Dezena & Sette Construtora Ltda ME ";"31/10/2011";"R$ 34.446,28 ";"0,00%";"100%";"R$ 349.016,77 ";"28/02/2013";"Concluída";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Asfaltamento nas ruas no entorno da EMEB Prof. Dr. José Marcello de Almeida";"EMEB Prof. Dr. José Marcello de Almeida";"sim";"sim";"800 Pessoas";"R$ 150.000,00 ";"R$ 127.912,45 ";"Construtora Etapa Ltda";"14/12/2011";"R$ 29.754,05 ";"0,00%";"100%";"R$ 127.912,45 ";"14/02/2012";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Desporto e Lazer";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução da 2ª Etapa da Reforma da Praça de Esportes Municipal";"Rua Rosalvo de Andrade Dias";"sim";"sim";"1000 Pessoas";"R$ 654.261,77 ";"R$ 634.633,83 ";"Marques e Marques Construtora Ltda";"22/09/2011";"R$ 59.720,71 ";"0,00%";"89%";"R$ 619.889,55 ";"22/03/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma e Rest. do Calçadão do Balneário Teotônio Vilela";"Av. Washington Luiz esquina com Av. Armando S. Oliveira";"sim";"sim";"1420 Pessoas";"R$ 300.000,00 ";"R$ 269.835,75 ";"Dirtec Construção e Comércio Ltda";"17/10/2011";"R$ 0,00 ";"0,00%";"81%";"R$ 218.863,10 ";"17/04/2012";"Outros";"";"José Expedito Lucas Silva";"Obra paralisada pela empresa contratada"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Execução de Galeria de Águas Pluviais no Bairro Fonte Platina e Distrito de São Roque da Fartura";"Fonte Platina e São Roque da Fartura";"sim";"sim";"1200 Pessoas";"R$ 251.388,40 ";"R$ 307.473,65 ";"A. Fernandez";"05/03/2012";"R$ 0,00 ";"0,00%";"100%";"R$ 307.473,65 ";"05/06/2012";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Iluminação Publica trecho da Fonte Platina";"Bairro Fonte Platina";"sim";"sim";"  750 Pessoas";"R$ 100.000,00 ";"R$ 88.766,57 ";"Da Roz Eletricidade e Eng. Elétrica LTDA.";"13/06/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 88.766,57 ";"16/10/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Exec. div. serv. Av. Washington Luiz e Av. Evandro O. Souza";"Av. Washington Luiz e Av. Evandro de O. Souza";"sim";"sim";"1200 Pessoas";"R$ 401.519,66 ";"R$ 356.224,32 ";"Dirtec Construção e Comércio Ltda";"03/08/2011";"R$ 0,00 ";"0,00%";"90%";"R$ 319.024,39 ";"12/12/2011";"Outros";"";"José Expedito Lucas Silva";"Obra paralisada pela empresa contratada"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma e Rest. Da Praça Vereador Gabriel Binati ";"Av. Cel. Ernesto de Oliveira";"sim";"sim";"  985 Pessoas";"R$ 122.316,76 ";"R$ 119.886,19 ";"Dirtec Construção e Comércio Ltda";"15/06/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 122.464,20 ";"12/12/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Administração";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Exec. do Plano Diretor de Macrodrenagem Urbana";"Ruas do municipio de Águas da Prata";"sim";"sim";"1000 Pessoas";"R$ 25.865,00 ";"R$ 25.865,00 ";"VM Engenharia de Rec. Hídricos Ltda";"09/06/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 25.865,00 ";"08/11/2013";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Desporto e Lazer";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma da Praça de Esportes";"Rua Rosalvo de Andrade Dias";"sim";"sim";"1000 Pessoas";"R$ 746.195,76 ";"R$ 679.473,97 ";"Prós Pisos Construção Ltda";"15/12/2011";"R$ 321.455,76 ";"0,00%";"98%";"R$ 979.217,83 ";"15/06/2012";"Em andamento";"";"José Expedito Lucas Silva";"Obra em execução - com aditamento(s) de prazo"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma e Rest. da Praça Nossa Senhora Aparecida";"Av. Cel. Ernesto de Oliveira";"sim";"sim";"  620 Pessoas";"R$ 146.020,95 ";"R$ 135.892,93 ";"Dirtec Construção e Comércio Ltda";"06/06/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 135.892,93 ";"30/11/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma e Rest. do Calçadão do Balneário Teotônio Vilela";"Av. Washington Luiz esquina com Av. Armando S. Oliveira";"sim";"sim";"1420 Pessoas";"R$ 300.000,00 ";"R$ 287.705,70 ";"CTG Construções Técnicas Garbossa Ltda";"01/07/2011";"R$ 0,00 ";"0,00%";"9%";"R$ 25.967,46 ";"03/10/2011";"Outros";"";"José Expedito Lucas Silva";"Obra cancelada - nova licitação TP 21/2011"
"Águas da Prata";"2015";"1";"Saúde";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Reforma da Unidade Básica de Saúde - Ana Zacarias";"Bairro Cascata";"sim";"sim";"  460 Pessoas";"R$ 50.000,00 ";"R$ 49.966,88 ";"Marques & Marques Construtora Ltda-EEP";"01/07/2011";"R$ 0,00 ";"0,00%";"100%";"R$ 49.801,44 ";"29/09/2011";"Concluída";"";"José Expedito Lucas Silva";"Obra concluída"
"Águas da Prata";"2015";"1";"Urb./Habitação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção de 25 Unid. Habitacionais - Águas da Prata D2";"Bairro São Roque da Fartura";"sim";"sim";"  185 Pessoas";"R$ 176.946,50 ";"R$ 176.946,50 ";"Construtora Sustentare Ltda";"06/11/2009";"R$ 0,00 ";"0,00%";"64%";"R$ 113.893,93 ";"01/02/2011";"Outros";"";"José Expedito Lucas Silva";"Obra cancelada - concluída pela CDHU"
"Águas da Prata";"2015";"1";"Educação";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção Quadra Esportiva na Emeb Aurea Soares";"Avenida Armando Salles de Oliveira";"sim";"sim";"  350 Pessoas";"R$ 82.204,00 ";"R$ 69.947,69 ";"Dirtec Construção e Comércio Ltda";"04/10/2010";"R$ 5.731,18 ";"0,00%";"100%";"R$ 75.678,87 ";"05/02/2011";"Concluída";"05/02/2011";"José Expedito Lucas Silva";"Obra Concluída"
"Águas da Prata";"2015";"1";"Ind. e Comércio";"PREFEITURA DA EST.HIDROM. DE ÁGUAS DA PRATA";"Construção Portal da entrada da cidade";"Rua Cel.Ernesto de Oliveira-Posto da Policia Rodoviaria";"sim";"sim";"7500 Pessoas";"R$ 64.718,51 ";"R$ 64.718,51 ";"RL Construtora Ltda";"27/05/2008";"R$ 0,00 ";"0,00%";"100%";"R$ 64.547,51 ";"01/10/2009";"Concluída";"06/09/2009";"Josué Lopes Mistura";"Obra concluida"
